,Product_1,Product_2,Product_3,Product_4,Product_5
1760987,711323,594788,594697,711112,21022062
26432268,55930758,454834,44887514,381162,408195
1498487,711112,1760987,21022062,2680853,2682881
5452277,55934345,7176411,9488961,19763307,10751487
26434415,73476077,16050746,11078510,17783779,59288875
32923633,2343087,52341716,49729246,20712070,12357776
24343930,11204813,41819516,33078123,73476077,73641065
48607273,21973916,6715805,10603363,16717623,47030777
4688897,56833406,6715805,10603363,4713035,4713017
16420605,15596190,15597935,6703629,6885293,16420565
24766023,29339417,20583823,5950363,45123323,5950575
75696942,5801059,7855366,16420605,16420565,75831435
37487298,57750621,57841945,44007386,57887358,73100602
71513880,69192869,44633444,74829862,73250070,73317202
19763559,11866615,15596190,15597935,71293311,19763768
74610299,37935420,38440074,25648528,11866615,68769369
67827497,51470490,28527933,76451695,74500335,47868431
46758948,70799822,69192486,53997901,50598485,50562851
4092401,56498902,33722520,4169825,16963971,8021522
32705514,42272602,28982293,33943919,27526075,32708225
59271667,32189703,12391802,20806296,28527933,52472582
5899427,44801520,45075149,5899509,5899501,5899493
9839803,44633444,1908869,14845231,22363766,22364222
7176411,4032669,10751487,5452277,19763307,9488961
73525587,11849226,20958295,73685012,8157795,8157792
54534507,72836349,24595414,58403905,54744314,44066765
41160563,54023404,54023388,44820374,45869877,43665335
57116483,23068516,44633444,74829862,57053835,69192869
22635666,5849479,32454377,7152321,21163516,5849615
13984365,57650811,6715805,4688897,7921722,5849307
22093519,23291246,3672421,11782132,52324969,20806296
20585805,20583823,2416333,24766023,45123323,20586805
10709362,4432709,4442219,4441419,10708182,10709723
70799822,50562851,53997901,47488413,50598485,69192486
54023404,54478250,41319582,54023400,54023421,54023388
50562851,70799822,69192486,53997901,46758948,50598485
9488961,55934345,7176411,19763307,5452277,10751487
68769369,11866615,38440074,25648528,37935420,74610299
11858913,16717623,11370580,55585425,25231861,14275735
35259667,35266279,48587009,76103258,48483836,36909167
71209699,47507712,74983716,11118211,27910586,73109434
5950363,20586805,62370482,5950575,24766023,5950457
69192486,53997901,70799822,50598485,55510736,47488413
50240540,32189703,69192486,55510736,47488413,56525566
6478415,53444660,48430140,15669028,14039112,32833167
7546725,19992253,19992185,855036,25731976,14867785
414703,562585,17915655,19989121,6872581,116897
9679946,24801234,5899257,9687455,9687395,7518567
5503587,72454862,72454866,2682881,2680853,642648
44772856,14349619,69192869,72638706,74829862,52497383
3220933,4877909,3018149,426320,461038,3222489
12238762,10735333,12236983,13583766,14071430,12239943
48483836,24343930,41819516,73476077,73641065,35259667
50193517,17618382,21193149,31685803,15351864,21176086
646649,76287527,576128,711323,711112,25081207
35795143,15971921,55934345,10603363,15380161,28240413
2416333,31001562,28326201,52341443,28326998,4364947
14578165,4708475,17919303,38103802,56309551,14536798
13858841,25273762,44633444,23068516,11370697,31685803
14497415,1530451,4432709,44887514,2383179,55930758
21035641,68821409,13335028,14815404,46261180,54585483
10062880,6880747,75696942,11866615,5801059,7855366
55585425,6715805,21221639,16717623,11370580,14275735
52472582,52037571,28527933,58227863,32189703,59271667
73172863,33748673,33732222,48184433,35328686,72913605
44801520,5899493,5899501,5866569,5866557,45075149
24596629,66958647,2508067,6991111,4688757,35302658
23068516,55320027,9839803,57750621,44633444,11370697
25648528,33078123,59429978,26305965,26062659,38440074
32809813,44038577,10719040,10719006,50587112,14104450
34979619,711323,1760987,21022062,35195236,711112
10756629,10708182,10709723,4442219,4441419,478020
58227863,57750621,32189703,57742831,57876590,28527933
19583872,55934345,66541696,7176411,37944329,15380161
10001479,25922110,4754815,2419567,10002068,21731970
28326201,2416333,49227944,52341443,28324579,28326998
58133783,20352015,21176086,24830860,22362836,58986461
18005129,3672421,14258477,8275325,950300,16645022
63147488,42272602,32705514,32708225,27526075,33943919
72556060,59288875,25648528,38440074,31621490,74893380
415071,5849439,4727349,415050,415060,415086
36368474,6649989,6885293,6880747,6703629,77241812
15266469,20425053,20424158,20425151,7634494,7634857
14071430,12238762,7092227,12236983,10735333,13583766
20425151,15266469,7634857,20424158,20425053,20583267
3222489,7092227,461038,426320,4877909,3220933
72913605,48184433,33732222,35328686,33748673,73172863
495179,784972,1074044,613193,46134868,187278
57309569,36368474,51466982,57306146,76451695,57694501
4364947,28326998,15669084,56451960,2416333,2343087
50569192,10690707,50360052,50570089,50586067,50586365
7932267,10644571,43107185,8406093,7230439,21068237
461038,426223,3220933,3642417,461040,3018149
5849615,32454377,5849479,7152321,21163516,22635666
38089568,31001562,2343087,52341443,28324579,49227944
71043508,71066544,74381349,19374087,72185593,72045167
58271504,71087291,30886874,54744314,72836349,44066765
5950575,5950457,29339417,5950363,45123323,24766023
415050,10603363,4727349,415086,415071,415060
47488413,50598485,50240540,70799822,69192486,55510736
55467693,4169825,8021522,4092401,55731368,56498902
50598485,70799822,69192486,46758948,50562851,53997901
10708182,4432709,4442219,4441419,10709362,10709723
55540770,32708225,4169825,56498902,4092401,8021522
44633444,9839803,74829862,11370697,57750621,23068516
415086,4713017,4713035,415050,415060,415071
27777121,44579109,2383179,52627677,55930758,454834
6568615,415086,14260356,415050,4727349,56936788
74829862,69192869,23068516,44633444,52715468,52774378
26305965,73476077,38440074,25648528,59429978,26062659
7518567,24801234,5899257,9687455,9687395,9679946
66925961,26664755,24596629,6991111,66940778,66958647
4713017,5849439,415086,4688897,10603363,4713035
74381349,72045167,72185593,72835956,19374087,74381816
467462,576128,14241258,8304191,38606217,562585
562585,576128,642648,8304191,38606217,467462
44066765,54534507,30886874,58271504,72836349,54744314
6880747,10001012,9824320,6649989,6703629,6885293
56525566,25273762,69192486,47488413,55510736,50240540
23935250,21261960,44681013,73172863,71663942,21329314
52289366,74829862,52497383,44772856,72638706,73887824
57730666,68297085,68222196,68200288,42006873,42003599
5950457,45123323,62370482,24766023,5950575,5950363
61818978,10002068,4727019,15212692,4727085,65576750
33115720,53444660,57811160,14039112,15669028,48430140
58986461,20352015,21176086,24830860,22362836,58133783
10866806,22363766,22364222,44633444,9839803,3072473
73641065,48483836,33078123,41819516,73476077,24343930
57694501,77241812,57789301,36368474,76451695,57309569
21193149,15351864,75759411,17686592,69192869,14349619
7783307,25309442,15079790,11245618,56320903,34723316
606532,711323,646649,576128,594788,594697
2566051,2546979,25402524,32021463,4707761,843460
12357776,51567611,56451960,49729246,20712070,32923633
17618382,22082835,59085882,21442742,12391035,71663942
16458389,73887824,26465463,45830277,20996983,12331769
58262987,31602057,13697766,53519932,23126129,81135664
2546979,40691443,843460,4539349,25402524,32021463
44213819,27147619,57306483,21261960,5524521,12389711
12321426,2546979,44003914,59411891,25292548,14104460
15380161,5452277,10751487,9488961,19583872,55934345
52297633,64434112,65576750,17589287,65104045,53582482
53683384,5452277,10751487,19763307,9488961,27856093
32189703,55510736,57876590,57742831,50240540,28527933
52497383,44633444,71513880,72638706,74829862,44772856
30886874,54534507,72836349,58271504,54744314,44066765
15927481,54353418,15669042,2246513,6921779,19351442
44820374,54023421,54023404,41160563,45869877,43665335
46261180,14815404,13335028,43107996,21035641,54585483
3672421,28527933,22093519,23291246,20806296,11782132
10644571,43107185,7932267,21068237,7230439,8406093
20589215,28324579,49227944,38089568,31001562,28326998
53997901,70799822,69192486,46758948,50562851,50598485
12391802,44633444,23068516,20352015,22048214,14372277
31001562,28326201,52341443,28326998,2416333,28324579
4441419,4432709,10709362,10709723,10708182,4442219
53895945,54585483,21035641,21201739,14815404,43107996
25231861,14275735,15096383,14270619,21973916,16717623
44887514,55930758,454834,408195,381162,1530451
2596899,26664755,14241258,4688759,6991111,38133993
20425053,15266469,7634857,20424158,20425151,20583267
187278,495179,22807057,24558526,1074044,613193
22048214,58986461,58133783,20352015,14372277,12391802
35597748,33943919,42272602,14966475,19775193,19774958
27147619,7801273,12389711,44213819,21261960,72920029
37551765,74893380,52069061,76451695,51466982,46107871
49227944,28326998,38089568,52341443,28326201,28324579
72798370,57876590,57742831,47868431,76451695,72798721
2566013,10603363,21614756,56833406,4688897,15380161
13892182,21035641,817776,13335028,14815404,817884
55669097,44066765,71198424,71087291,72836349,57508317
70797599,53997901,21193149,50598485,24913465,69192869
10020487,8194256,49863949,9996258,9992091,9982809
74897040,36909167,48587009,35266279,35270555,76103258
33732222,72913605,35328686,48184433,73172863,33748673
3972601,44579109,10603363,14270619,6715805,16717623
20806296,3672421,11782132,52324969,23291246,22093519
6934901,187278,15287960,613193,46134868,6921787
68460397,23308727,14815404,13892182,13335028,817884
20737732,15849363,4688757,52220154,48592245,66940778
72891275,54903225,68049838,74496647,46650998,40958139
4688661,55585425,10603363,3597911,4727349,14260356
57742831,32189703,55320027,23068516,28527933,57876590
36618600,6885293,11866615,6703629,16420565,16420605
3018149,1516999,3642417,3220933,461040,461038
25719489,22363766,22364222,47620990,25764693,44892063
24830860,21176086,20352015,22362836,58986461,58133783
32454377,6479167,5849479,22635666,7152321,21163516
58666606,59471172,68259526,48304526,57970261,58502959
17686592,51063611,23068516,28527933,76364920,21193149
8387060,21261960,43776278,23889132,67845003,31204167
53096666,418636,41492301,6841341,22596017,53266115
12236983,12238762,7092227,13583766,14071430,10735333
67332796,58958936,73986821,45314842,67457497,67625043
19986875,7471335,7089529,6710017,2533165,20053400
25402524,2566051,25292548,2546979,843460,32021463
6872581,1760987,21022062,594788,594697,116897
16963971,16047845,4169825,33722520,4092401,8021522
12239943,10735333,13583766,14071430,12236983,12238762
14450158,50091437,35722087,9799302,14450065,14585382
6885293,10001012,9824320,6880747,6649989,6703629
4755347,20425151,20583267,7634494,7634857,15266469
7634494,20583267,20424158,20425053,15266469,7634857
35328686,33732222,72913605,48184433,73172863,14786776
48430140,33115720,57811160,53444660,15669028,14039112
20583267,15266469,7634857,20424158,20425053,20425151
34723316,36652304,10806848,56320903,15079790,7783307
48592245,66940778,52220154,22153584,15849363,8715377
4688759,52220154,4688757,7144625,35302658,6991111
72781977,45437829,46650998,54903225,40958139,72754256
57071523,21921714,14845231,44633444,57742831,57876590
72798721,28527933,76451695,57876590,57742831,72798370
15971921,10751487,19763307,10603363,9488961,7176411
9797918,24155057,19577881,16626395,46183656,34582020
57306483,67845003,5524521,28017110,55354528,7801273
54663477,5452277,9488961,19763307,64434112,7176411
71663942,21329314,17618382,23304368,22082835,21442742
46729607,5899509,5899501,5899493,5899427,45651308
7634857,20425151,20425053,20424158,15266469,7634494
5849439,10603363,4727349,19884568,5849479,8729404
21329314,21442742,23304368,53327198,59085882,71663942
13406602,66958647,1658927,4738525,13410814,13407305
21163516,5849615,5849479,32454377,22635666,7152321
46650998,49858514,50188485,54903225,40958139,45437829
33078123,73641065,59288875,24343930,73476077,41819516
48492517,48587009,76103258,74897040,48483836,36909167
41384708,28754687,5403891,10086966,52627677,56714697
44892063,22363766,22364222,47620990,25764693,25719489
73612703,41499593,55035537,19988255,19767845,41502230
42299204,7240827,33000095,26024733,77950721,46172558
5899501,44801520,45075149,5899509,5899427,5899493
4707723,25402524,4755373,25292548,15267455,4707761
55934345,7176411,19763307,10751487,5452277,9488961
2566045,49411968,8194256,57654514,16645022,4708511
14450065,50091437,9799302,35722087,14585382,14450158
4707367,65104045,16717623,6715805,13984365,5849307
52069061,48587009,31621490,35260971,45339653,35266279
20199631,19992185,35180436,25081207,606532,646649
10690670,419024,53266115,418636,584802,362872
23789300,74829862,57750621,55320027,21921714,16014872
72836349,30886874,55669097,58271504,54744314,44066765
28754687,5403891,56714697,13670608,3428585,10086966
20053400,7471335,6710017,2533165,19986875,7089529
50188485,49858514,46650998,45437829,40958139,54903225
57624790,13406602,10138000,381161,6991111,13410814
66708393,57742831,21921714,57876590,55320027,28527933
37293702,26339198,14815404,61899363,55406079,55410457
39325978,10806848,27946536,14241258,56999311,5850113
2419567,17616497,10001479,10002068,21731970,32057976
74381816,72185593,72045167,19374087,72835956,74381349
67457497,67448076,67625043,45314842,73986821,58958936
17919303,4708475,56309551,14578165,14536798,38103802
1074044,46134868,15287960,6921787,187278,613193
28326998,45123323,52341443,28324579,2416333,28326201
57750621,55320027,23068516,44633444,44007386,57841945
31554262,817776,72633571,26339198,31563944,25934513
33805583,9839803,14845231,22363766,22364222,44633444
14372277,23068516,44633444,20352015,22048214,12391802
22473627,11204813,58666606,9976235,25380555,78616056
28982293,32705514,27526075,32708225,33943919,42272602
10006134,17618382,16533906,69149307,28364394,58039891
43107996,21035641,11331135,54585483,21201739,53895945
14845231,21921714,55320027,9839803,22363766,22364222
26062659,73476077,59429978,26305965,38440074,25648528
4727509,15266469,5899509,7634494,7634857,22023133
29339417,20583823,45123323,62370482,5950575,24766023
27910586,71087291,54477810,11118211,73109434,71209699
20424158,15266469,7634857,20583267,20425053,20425151
67870963,67985251,74496647,68049838,68248608,67849471
31685803,1908869,44633444,23068516,9839803,11370697
21068237,10644571,43107185,8406093,7932267,7230439
59429978,73476077,25648528,38440074,26062659,26305965
73640620,19374087,74381349,71066544,71043508,72045167
74496647,72891275,46650998,68248608,67985251,68049838
19767845,25501830,41499593,19988255,73612703,41502230
22362836,20352015,21176086,24830860,58986461,58133783
58002233,55934345,10603363,15380161,54096839,52355000
19374087,72045167,72835956,72185593,74381816,74381349
48184433,14786776,33732222,33748673,73172863,35328686
59288875,17783779,41819516,33078123,73476077,26434415
2566029,10001479,21731970,4754815,847472,54852821
5899509,44801520,45075149,5899427,5899493,5899501
58388194,68259526,59471172,78872402,58666606,2184775
53582482,68481090,64434112,65104045,65576750,52297633
14071985,50587112,44038577,14142567,14072222,14072065
23889132,55354528,57306483,8387060,7801273,67845003
8090713,64354130,487524,1457747,4340431,1516999
25292548,2546979,12321426,25402524,32021463,14104460
426223,3642417,1516999,3018149,461038,461040
3597911,4713017,14270619,13307708,5849615,3597899
9799302,14072222,14072065,14071985,14142567,50587112
71151380,13407803,68769369,74610299,69382515,29455014
75759411,74829862,72798141,14349619,11370697,69192869
69149307,44681013,16533906,58039891,10006134,28364394
21742437,13335028,21035641,54585483,14815404,68821409
7855366,75696942,5839337,11866615,5801059,10062880
20712070,32923633,49729246,4364947,2343087,56451960
33158589,24155057,16626395,46183656,34582020,25731976
48304526,59471172,68259526,58666606,58502959,57970261
71087291,54744314,44066765,74983716,69220054,47507712
8321616,10708444,12236983,10735333,14071430,13583766
52037571,54903225,40958139,45437829,67849471,52021710
20586805,20583823,2416333,24766023,45123323,20585805
42006873,54450887,68200288,68222196,57730666,42003599
34575579,44579109,426320,14612949,26103566,20244830
54023400,54478250,41319582,54023421,54023404,54023388
14260356,415060,415071,4727349,415086,415050
55349072,72821133,8406093,57876590,28527933,55351641
2343087,38089568,20712070,28324579,56451960,4364947
14815404,54585483,68821409,21035641,817776,13335028
73476077,73641065,59288875,24343930,41819516,33078123
10725778,35951327,19992253,16258285,32836957,8490373
10708444,7092227,10735333,12236983,13583766,14071430
13406653,14241258,10806848,36652304,43048676,55517153
58502959,59471172,68259526,57970261,58666606,48304526
58403905,54455779,57508317,74983716,54534507,24595414
50570089,10690707,50569192,50586365,50360052,50586067
17923513,414703,17915655,17926831,19989121,19990101
75302081,76596649,7855366,41319582,46462092,10062880
24913465,28527933,14349619,22362609,70799822,69192869
24595414,54455779,57508317,74983716,54534507,58403905
46462092,54023388,41319582,10001012,54478250,11866615
52774378,69192869,23068516,44633444,74829862,52715468
73887824,21921714,69192869,74829862,52289366,72638706
10690707,50570089,10719006,10719040,10716637,10716608
14612949,74853954,22568380,34575579,20244830,26103566
58977589,73179180,3770729,461040,1516999,58978540
52251276,41694647,68417073,23839834,22568380,56251340
3770729,461040,1501767,1516999,1500863,4026423
14261761,15669042,32833167,14039112,15669028,32346702
72798141,50598485,73329078,23068516,74981880,72821133
50586067,10690707,50586365,50360052,50569192,50570089
47507712,71209699,71198424,74983716,69220054,71087291
22363766,21921714,55320027,9839803,14845231,22364222
68242940,54023388,54023421,54023400,54023404,54478250
66117818,45075149,5899501,5899493,5899427,68455358
15079790,11245618,56320903,23852057,14241258,10806848
478020,4441419,4442219,35195236,4432709,10756629
19989121,414703,17926831,17915655,17923513,19990101
57508317,71087291,54534507,58403905,74983716,55669097
56309551,56320903,17919303,38103802,14578165,14536798
11370580,21221639,19884568,16717623,55585425,14275735
44911333,12331769,8281099,74610299,25761647,68769369
32021463,25292548,2566051,2546979,843460,25402524
2184775,41819516,73476077,58388194,11204813,21741222
10086966,5403891,56714697,13670608,3428585,28754687
11245618,14241258,7783307,15079790,10806848,25309442
54450887,14966475,19775193,19774958,68222196,68200288
1501767,3770729,71672203,72308191,72308418,72307761
45339653,52069061,41819516,33078123,38440074,25648528
56498902,4169825,55467693,4092401,8021522,55731368
21973916,14270619,10603363,25231861,6715805,16717623
22082835,59085882,12391035,21442742,23304368,71663942
31621490,59429978,25648528,38440074,52069061,45339653
12331769,73887824,21193149,25164931,44911333,16458389
73317202,14349619,44633444,74829862,71513880,73250070
42003599,54450887,68222196,68200288,57730666,42006873
32708225,42272602,28982293,33943919,32705514,27526075
73685012,1530451,8157792,3525255,457194,11849226
14104460,2546979,44003914,59411891,12321426,25292548
6921779,54353418,19351442,15669042,15927481,2246513
57876590,55320027,57750621,23068516,28527933,57742831
11782132,21442742,23291246,22093519,20806296,3672421
68200288,57730666,61280865,54450887,23288812,68222196
5801059,75696942,6880747,16420565,7855366,5839337
24558526,1074044,613193,187278,22807057,24409292
40823013,855036,14867785,33158589,7546725,40823887
57841945,9839803,23068516,44633444,57750621,44007386
37944329,29655357,17589287,7140249,42631737,57484728
1530451,764198,29837913,73685012,11849226,44887514
11308022,8090713,64354130,73315307,487524,7077177
38103802,4708475,17919303,56309551,14536798,14578165
65104045,64434112,37944329,66541696,56250119,56313543
43351530,17611683,53519932,57437733,22568380,68417073
843460,15267455,25402524,32021463,4707761,2566051
415060,10603363,4727349,415086,415071,415050
8826583,4688757,52220154,30987623,66940778,40737659
38440074,33078123,59429978,26305965,26062659,25648528
68592171,12391035,22082835,17618382,71663942,13607810
21030723,6991111,7145663,7144625,11385902,52220154
26103566,44579109,74853954,14612949,34575579,20244830
71198424,57508317,55669097,71087291,47507712,74983716
54294752,13670608,72036855,41384708,52627677,54345278
72881729,74983716,31169861,71198424,54455779,66251373
12389711,27147619,57306483,21261960,5524521,44213819
66251373,74983716,47507712,31169861,72881729,54455779
7252155,5876277,4755373,55985257,53582482,16988898
54023421,54478250,41319582,54023400,54023388,54023404
26664755,48592245,15849363,66925961,66958647,66940778
11331135,53895945,54585483,46261180,43107996,21201739
36909167,35260971,35266279,48492517,76103258,35259667
2547015,7634857,44801520,45075149,5866569,5866557
15669028,2246537,57811160,33115720,14039112,48430140
57811160,2246537,15669028,53444660,14039112,48430140
77035469,33928555,71656427,75837832,72290186,74890302
23838887,68417073,22568380,67239490,23413669,23839834
33722520,4169825,16963971,4092401,8021522,16047845
10762080,20425151,20583267,14104450,7635165,32809813
2533165,34979619,6710017,7089529,20053400,19986875
13607810,71663942,12391035,22082835,17618382,68592171
17616497,2419567,10001479,10002068,21731970,4754861
75831435,71293311,16420605,16420565,11866615,75696942
32833167,53444660,48430140,15669028,14039112,6478415
7362171,7325021,7327987,7253209,7252601,7237635
54818426,32021463,8819557,40691443,68454398,4539349
66958647,35302658,26664755,24596629,66940778,66925961
68248608,46650998,67849471,67985251,68049838,74496647
65576750,28754687,10086966,4727019,4727085,61818978
19990101,414703,17926831,17915655,17923513,19989121
72045167,72835956,19374087,72185593,71043508,74381349
78872402,58502959,58666606,58852284,58388194,58849381
45390331,28527933,57876590,24830860,55320027,23068516
15597935,16420605,16420565,19763768,71293311,15596190
47620990,14349619,69192869,25719489,25764693,44892063
594788,484372,6872581,1760987,21022062,594697
38517886,71087291,74983716,47507712,57508317,38519367
4713035,5849439,415086,4688897,10603363,4713017
4713289,2416333,17919303,855036,17912455,36947382
78607632,68259526,58666606,58502959,57970261,48304526
64434112,5452277,10751487,9488961,27856093,19763307
48118056,35266279,74897040,77780813,31621490,52069061
59085882,22082835,17618382,21329314,21442742,12391035
72835956,72045167,72185593,19374087,74381816,74381349
34718955,5849439,6715805,11370580,44579109,19884568
4708511,8194256,49411968,57654514,16645022,2566045
5849599,16717623,6715805,10603363,4713035,4713017
4707761,4707723,25402524,32021463,843460,2566051
784972,6921787,613193,1074044,46134868,15287960
15541681,7230439,76364920,17686592,10644571,12379747
55539215,9982809,950452,9986769,9992091,57654514
21022062,711323,594788,594697,711112,1760987
13407305,14258477,4738525,1658927,13410814,13406602
72185593,71043508,72045167,72835956,19374087,74381349
28527933,70799822,23068516,57876590,57742831,32189703
2246513,54353418,19351442,15669042,15927481,6921779
14072222,50587112,44038577,14142567,14072065,14071985
7089529,2533165,19986875,7471335,6710017,20053400
73109434,74983716,71087291,11118211,27910586,71209699
16258285,19992185,19992253,35951327,8490373,32836957
20425156,8826583,10108419,10126962,47516974,11385902
56250119,6715805,15096383,64434112,10603363,65104045
817776,54585483,21035641,817884,14815404,13335028
14258477,13407305,66940778,4738525,13406602,13410814
16050746,41819516,59288875,26434415,17783779,11078510
13583766,12238762,7092227,12236983,10735333,14071430
38130250,24596629,35302658,4688757,6991111,38133993
55410457,45871831,817776,13335028,14815404,55406079
24281353,57970261,69387401,68259526,59471172,51063611
37935420,15792427,44911333,16555172,74610299,68769369
10719040,50570089,10690707,10716637,10716608,10719006
41499593,19988255,19767845,73612703,41502230,25501830
45869877,54023388,54023404,44820374,43665335,41160563
20319288,44633444,23068516,22362609,14349619,11370697
75640644,6715805,21973916,10603363,20688267,19883788
73250070,14349619,44633444,74829862,71513880,73317202
5839337,6703629,6880747,16420565,7855366,5801059
54455779,24595414,58403905,31169861,72881729,66251373
16717623,10603363,15096383,14270619,21973916,6715805
54585483,68821409,14815404,13335028,21035641,46261180
711112,35195236,76287527,1760987,21022062,711323
4877909,13583766,10735333,7092227,3220933,3222489
14144660,50587112,14071985,14072065,14072222,14142567
67845003,31204167,57306483,55354528,7801273,23889132
35270555,36909167,52069061,35260971,48587009,35266279
15267455,25402524,32021463,59411891,843460,4755373
72821133,72781977,72754256,72798141,73329078,74981880
36240066,56498902,68297085,4092401,80978486,8021522
22362609,11370697,23068516,14349619,69192869,44633444
642648,1498487,1760987,21022062,2682881,2680853
6715805,14270619,10603363,15096383,21973916,16717623
52236758,23068516,70799822,28527933,75356672,68771432
12404704,74610299,71663942,23304368,47312285,50193517
10108419,7362171,7253209,7252601,7237635,10126962
2416085,35302658,2508067,2547027,47516974,75514029
44681013,59085882,68592171,22082835,71663942,12391035
20500323,45123323,20583823,20498732,20500471,20502017
25380555,68259526,59471172,58666606,66940247,78616056
19285818,15380161,33722520,16963971,4092401,8021522
41265405,66958647,7144625,4688759,7145663,66940778
594697,6872581,576128,21022062,1760987,594788
74893380,38440074,25648528,31621490,33078123,73476077
7325021,7362171,7327987,7253209,7252601,7237635
950300,950452,55539215,16645022,57654514,18005129
17915655,414703,17923513,19990101,19989121,17926831
19775193,42272602,33943919,54450887,14966475,19774958
45651308,5899493,5899501,5899509,5899427,46729607
55351641,50562851,28527933,50598485,7230439,55349072
68417073,21022062,23839834,57437733,22568380,43351530
10002068,4727019,61818978,2419567,21731970,10001479
32836957,33158589,19992253,35951327,8490373,16258285
57652540,16717623,14270619,15380161,6715805,10603363
19992185,33158589,23852057,7546725,16258285,19992253
51844900,20806296,12391035,71663942,53327198,23304368
25309442,7783307,56320903,15079790,10806848,11245618
28240413,15971921,55934345,10603363,15380161,35795143
26024733,1760987,33000095,77950721,42299204,46172558
52627677,54345278,27777121,44579109,72036855,41384708
52324969,21742830,23291246,53327198,22093519,20806296
12379747,21068237,7230439,76364920,17686592,15541681
11866615,6703629,16420605,16420565,4820975,10001012
81135664,50193517,53519932,13697766,23126129,58262987
76596649,54023400,54023421,54023388,54023404,41319582
7801273,67845003,66689432,57306483,28017110,55354528
9986769,9996258,10334523,950452,9992091,9982809
50078133,12391035,71663942,53327198,23304368,21329314
56251340,68417073,61899363,22568380,23839834,52251276
461040,1516999,3642417,426223,461038,3018149
14786776,33732222,72913605,73172863,48184433,35328686
55354528,67845003,66689432,57306483,28017110,7801273
66689432,67845003,57306483,28017110,55354528,7801273
12565816,58502959,48304526,59471172,57970261,68259526
72638706,44772856,74829862,52497383,52289366,73887824
25761647,23503622,10113725,22153584,71066544,44911333
19884568,16717623,14275735,11370580,34718955,6715805
14142567,44038577,50587112,14071985,14072065,14072222
43665335,54023404,54023400,45869877,44820374,41160563
1602285,2682881,711112,484372,478020,10756629
40823887,14867785,36947382,7546725,855036,40823013
76364920,17686592,7230439,21068237,8406093,10644571
48056733,7140249,72920029,57484728,13410814,37944329
30987623,52220154,48592245,15849363,4688757,8826583
55731368,4169825,4092401,8021522,55467693,56498902
50091437,10690707,10716637,10716608,10719040,10719006
48587009,76103258,52069061,35270555,35260971,35266279
67625043,58958936,73986821,67457497,45314842,67332796
14104450,50569192,10719006,50586365,50587112,32809813
11516508,15971921,16717623,15380161,10603363,21614756
13335028,817884,54585483,21035641,14815404,817776
14374967,9797918,16626395,19992185,10678416,19992253
61899363,55410457,14815404,55406079,13335028,21035641
57887358,44633444,21921714,57750621,37487298,73100602
20498732,45123323,20586805,20500471,20500323,20502017
362872,916784,536965,916764,10690670,418636
15596190,16420565,16420605,19763768,71293311,15597935
613193,6934901,24558526,6921787,1074044,187278
71045829,71066544,72045167,49411968,69625196,71043508
52220154,21030723,7144625,8715377,15849363,40737659
5866557,5899427,5899501,44801520,45075149,5866569
847472,56714697,4754815,4755095,54852821,2566029
37530700,49863949,9996258,9982809,9992091,67360687
44038577,10716637,10716608,10719040,10719006,10690707
4754815,847472,10001479,54852821,2566029,21731970
46183656,23852057,16626395,19920071,34582020,9797918
14365016,67845003,20806296,27147619,50273712,21261960
10138000,13406602,4738525,57624790,15849363,15163759
44579109,55585425,6715805,16717623,11370580,14275735
576128,594697,711323,21022062,1760987,711112
19774958,42272602,33943919,54450887,14966475,19775193
8729404,10603363,4727349,19884568,5849479,5849439
57053835,69192486,32189703,47488413,57116483,55510736
54391137,53444660,15669042,15669226,54399906,54395210
7145663,52220154,21030723,48592245,4688759,7144625
68455358,45075149,5899493,5899501,5899427,66117818
72454862,454834,408195,381162,2680853,72454866
6991111,2508067,4688757,4688759,24596629,35302658
44007386,9839803,23068516,44633444,57750621,57841945
9824320,10001012,6703629,6649989,6885293,6880747
52341716,49729246,2343087,38089568,56451960,51567611
16556339,78607632,12567651,9976235,69387401,16342887
55960558,54345278,13670608,5403891,52627677,72036855
7252601,7325021,7327987,7362171,7253209,7237635
68049838,46650998,67849471,68248608,74496647,67985251
5524521,67845003,28017110,44213819,12389711,57306483
24409292,613193,1074044,187278,24558526,22807057
61280865,57730666,54450887,23288812,68222196,68200288
4688757,4688759,2508067,6991111,24596629,35302658
16555172,4268915,49291897,37935420,74610299,68769369
14241258,34723316,13406653,11245618,10806848,15079790
54744314,58271504,54534507,30886874,72836349,44066765
9982809,10334523,49863949,9996258,9986769,9992091
8715377,4688757,22153584,52220154,48592245,15849363
17912455,17915655,855036,19992185,36947382,4713289
6703629,10001012,9824320,6880747,6649989,6885293
7921722,6715805,10603363,5849307,4688897,13984365
76103258,35260971,35266279,48587009,35259667,36909167
54023388,54478250,41319582,54023400,54023421,54023404
32038170,25404882,41502230,9992091,73612703,55035537
68259526,48304526,58502959,57970261,58666606,59471172
57650811,13307708,19884568,10603363,56833406,6715805
48429836,57811160,14039112,48430140,15669028,2246537
5899493,44801520,45075149,5899509,5899427,5899501
26693825,20589215,28326998,2416333,31001562,28324579
4169825,16047845,33722520,16963971,4092401,8021522
2246537,33115720,14039112,57811160,15669028,48430140
2682881,1760987,21022062,642648,1498487,2680853
31169861,24595414,72881729,58403905,66251373,54455779
54852821,576784,576880,4754815,847472,2566029
8275325,9982809,9986769,57484728,3597899,37944329
74981880,72781977,72754256,72798141,73329078,72821133
